Prompt length,Response length,Timestamp,duration,tokens,tokens_per_second,condition
24,261,2026-08-22 13:02:55.708773+00:00,6.150600400000258,64,10.405488218678183,cold
24,247,2026-08-22 13:03:25.376146+00:00,3.5179908000009164,60,17.055189570133148,warm
